,OTU_name,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_254,OTU_254,Bacteria,Actinomycetota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus,NA
OTU_255,OTU_255,Bacteria,Pseudomonadota,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus Alysiosphaera,NA
OTU_256,OTU_256,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA
OTU_257,OTU_257,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Luteimonas,NA
OTU_258,OTU_258,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
OTU_259,OTU_259,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,NA,NA
OTU_261,OTU_261,Bacteria,Actinomycetota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Streptosporangium,NA
OTU_262,OTU_262,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_263,OTU_263,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
OTU_264,OTU_264,Bacteria,Pseudomonadota,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,NA
OTU_265,OTU_265,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_266,OTU_266,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_267,OTU_267,Bacteria,Actinomycetota,MB-A2-108,NA,NA,NA,NA
OTU_268,OTU_268,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_269,OTU_269,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA
OTU_270,OTU_270,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_271,OTU_271,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
OTU_272,OTU_272,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Desertimonas,NA
OTU_274,OTU_274,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA,NA
OTU_275,OTU_275,Bacteria,Actinomycetota,Actinobacteria,Kitasatosporales,Streptomycetaceae,Streptomyces,NA
OTU_276,OTU_276,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_277,OTU_277,Bacteria,Chloroflexota,TK10,NA,NA,NA,NA
OTU_278,OTU_278,Bacteria,Actinomycetota,Actinobacteria,Euzebyales,Euzebyaceae,NA,NA
OTU_279,OTU_279,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
OTU_280,OTU_280,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,NA
OTU_281,OTU_281,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_283,OTU_283,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA
OTU_284,OTU_284,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,NA
OTU_285,OTU_285,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methyloligellaceae,NA,NA
OTU_286,OTU_286,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,NA
OTU_288,OTU_288,Bacteria,Chloroflexota,Dehalococcoidia,S085,NA,NA,NA
OTU_289,OTU_289,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,NA
OTU_290,OTU_290,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
OTU_291,OTU_291,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Geodermatophilaceae,Modestobacter,NA
OTU_292,OTU_292,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_293,OTU_293,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Paenisporosarcina,NA
OTU_294,OTU_294,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA
OTU_295,OTU_295,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,NA
OTU_296,OTU_296,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_297,OTU_297,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA
OTU_298,OTU_298,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,NA
OTU_299,OTU_299,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,NA
OTU_300,OTU_300,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_301,OTU_301,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_302,OTU_302,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,NA
OTU_304,OTU_304,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,NA,NA
OTU_305,OTU_305,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,mediterranei
OTU_307,OTU_307,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
OTU_308,OTU_308,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Mycobacterium,NA
OTU_309,OTU_309,Bacteria,Actinomycetota,Actinobacteria,Kitasatosporales,Streptomycetaceae,Streptomyces,NA
OTU_310,OTU_310,Bacteria,Chloroflexota,Dehalococcoidia,S085,NA,NA,NA
OTU_311,OTU_311,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_312,OTU_312,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,NA
OTU_313,OTU_313,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,NA
OTU_314,OTU_314,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
OTU_315,OTU_315,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_316,OTU_316,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_317,OTU_317,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
OTU_319,OTU_319,Bacteria,Acidobacteriota,Subgroup 25,NA,NA,NA,NA
OTU_320,OTU_320,Bacteria,Myxococcota,Polyangiia,Polyangiales,BIrii41,NA,NA
OTU_321,OTU_321,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,Opitutus,NA
OTU_322,OTU_322,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA,NA
OTU_323,OTU_323,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Crossiella,NA
OTU_324,OTU_324,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_325,OTU_325,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA,NA
OTU_326,OTU_326,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
OTU_327,OTU_327,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,NA
OTU_328,OTU_328,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,NA
OTU_329,OTU_329,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,NA
OTU_330,OTU_330,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Piscinibacter,NA
OTU_332,OTU_332,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea,NA
OTU_333,OTU_333,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
OTU_334,OTU_334,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_337,OTU_337,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,NA
OTU_338,OTU_338,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_341,OTU_341,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,NA
OTU_342,OTU_342,Bacteria,Actinomycetota,Actinobacteria,0319-7L14,NA,NA,NA
OTU_343,OTU_343,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,NA,NA,NA
OTU_346,OTU_346,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia,NA
OTU_348,OTU_348,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidiferrimicrobium,NA
OTU_349,OTU_349,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_350,OTU_350,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Amaricoccus,NA
OTU_351,OTU_351,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Sporosarcina,luteola
OTU_353,OTU_353,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,KF-JG30-B3,NA,NA
OTU_354,OTU_354,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,NA,NA
OTU_355,OTU_355,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA
OTU_356,OTU_356,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_357,OTU_357,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,NA,NA
OTU_358,OTU_358,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,NA,NA,NA
OTU_360,OTU_360,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UTBCD1,NA
OTU_361,OTU_361,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
OTU_362,OTU_362,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_363,OTU_363,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
OTU_364,OTU_364,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,Tychonema CCAP 1459-11B,NA
OTU_365,OTU_365,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
OTU_366,OTU_366,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Croceibacterium,NA
OTU_368,OTU_368,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_369,OTU_369,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
OTU_371,OTU_371,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Rhodoplanes,NA
OTU_374,OTU_374,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
OTU_375,OTU_375,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,NA
OTU_377,OTU_377,Bacteria,Chloroflexota,Dehalococcoidia,S085,NA,NA,NA
OTU_378,OTU_378,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,NA,NA,NA
OTU_379,OTU_379,Bacteria,NA,NA,NA,NA,NA,NA
OTU_380,OTU_380,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,NA,NA,NA
OTU_383,OTU_383,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,NA
OTU_384,OTU_384,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
OTU_385,OTU_385,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
OTU_386,OTU_386,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Mesorhizobium,NA
OTU_387,OTU_387,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,NA,NA,NA
OTU_388,OTU_388,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Mycobacterium,moriokaense
OTU_389,OTU_389,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,NA,NA,NA
OTU_390,OTU_390,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Piscinibacter,NA
OTU_391,OTU_391,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_392,OTU_392,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
OTU_393,OTU_393,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_394,OTU_394,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,NA,NA,NA
OTU_395,OTU_395,Bacteria,Actinomycetota,MB-A2-108,NA,NA,NA,NA
OTU_397,OTU_397,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
OTU_398,OTU_398,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,WX65,NA,NA
OTU_399,OTU_399,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,NA
OTU_400,OTU_400,Bacteria,Acidobacteriota,Subgroup 11,NA,NA,NA,NA
OTU_401,OTU_401,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidiferrimicrobium,NA
OTU_402,OTU_402,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
OTU_403,OTU_403,Bacteria,Actinomycetota,MB-A2-108,NA,NA,NA,NA
OTU_404,OTU_404,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,NA
OTU_405,OTU_405,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,NA
OTU_407,OTU_407,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Desertimonas,NA
OTU_408,OTU_408,Bacteria,Acidobacteriota,Blastocatellia,DS-100,NA,NA,NA
OTU_410,OTU_410,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,NA
OTU_411,OTU_411,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,TRA3-20,NA,NA
OTU_412,OTU_412,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
OTU_413,OTU_413,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,NA,NA,NA
OTU_415,OTU_415,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_418,OTU_418,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,NA
OTU_419,OTU_419,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
OTU_420,OTU_420,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_422,OTU_422,Bacteria,Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,NA
OTU_423,OTU_423,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
OTU_424,OTU_424,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,NA
OTU_425,OTU_425,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiales Incertae Sedis,NA,NA
OTU_426,OTU_426,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
OTU_427,OTU_427,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
OTU_428,OTU_428,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,NA
OTU_430,OTU_430,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_431,OTU_431,Bacteria,Pseudomonadota,Alphaproteobacteria,Elsterales,NA,NA,NA
OTU_433,OTU_433,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Iamiaceae,Aquihabitans,NA
OTU_434,OTU_434,Bacteria,Chloroflexota,TK10,NA,NA,NA,NA
OTU_435,OTU_435,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,NA
OTU_436,OTU_436,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA
OTU_437,OTU_437,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_438,OTU_438,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora,NA
OTU_439,OTU_439,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_440,OTU_440,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,NA,NA
OTU_441,OTU_441,Bacteria,Acidobacteriota,Subgroup 25,NA,NA,NA,NA
OTU_442,OTU_442,Bacteria,Pseudomonadota,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,NA
OTU_443,OTU_443,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
OTU_444,OTU_444,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
OTU_445,OTU_445,Bacteria,Chloroflexota,Gitt-GS-136,NA,NA,NA,NA
OTU_446,OTU_446,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
OTU_447,OTU_447,Bacteria,Pseudomonadota,Gammaproteobacteria,PLTA13,NA,NA,NA
OTU_448,OTU_448,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_450,OTU_450,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,NA
OTU_451,OTU_451,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA,NA
OTU_452,OTU_452,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Phyllobacterium,NA
OTU_453,OTU_453,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,NA,NA,NA
OTU_454,OTU_454,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_455,OTU_455,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
OTU_456,OTU_456,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,NA
OTU_457,OTU_457,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA
OTU_459,OTU_459,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_460,OTU_460,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA,NA
OTU_462,OTU_462,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_464,OTU_464,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,Acidobacteriaceae (Subgroup 1),Edaphobacter,NA
OTU_465,OTU_465,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,AKYG587,NA
OTU_468,OTU_468,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,NA,NA,NA
OTU_469,OTU_469,Bacteria,Actinomycetota,Actinobacteria,0319-7L14,NA,NA,NA
OTU_470,OTU_470,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,NA
OTU_471,OTU_471,Bacteria,Chloroflexota,KD4-96,NA,NA,NA,NA
OTU_472,OTU_472,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,NA
OTU_473,OTU_473,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,FFCH5858,NA
OTU_474,OTU_474,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_475,OTU_475,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Pseudoxanthomonas,NA
OTU_477,OTU_477,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiales Incertae Sedis,Nordella,NA
OTU_478,OTU_478,Bacteria,Chloroflexota,Anaerolineae,Ardenticatenales,NA,NA,NA
OTU_479,OTU_479,Bacteria,Chloroflexota,KD4-96,NA,NA,NA,NA
OTU_480,OTU_480,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,NA
OTU_481,OTU_481,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,NA
OTU_482,OTU_482,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,TRA3-20,NA,NA
OTU_483,OTU_483,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_484,OTU_484,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
OTU_486,OTU_486,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
OTU_488,OTU_488,Bacteria,Chloroflexota,KD4-96,NA,NA,NA,NA
OTU_489,OTU_489,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,NA
OTU_490,OTU_490,Bacteria,Chloroflexota,KD4-96,NA,NA,NA,NA
OTU_491,OTU_491,Bacteria,Myxococcota,bacteriap25,NA,NA,NA,NA
OTU_494,OTU_494,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_495,OTU_495,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,NA
OTU_497,OTU_497,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,KF-JG30-B3,NA,NA
OTU_498,OTU_498,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Microvirga,NA
OTU_499,OTU_499,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,NA,NA,NA
OTU_500,OTU_500,Bacteria,Chloroflexota,TK10,NA,NA,NA,NA
OTU_501,OTU_501,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
OTU_502,OTU_502,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,NA
OTU_503,OTU_503,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_504,OTU_504,Bacteria,Chloroflexota,TK10,NA,NA,NA,NA
OTU_505,OTU_505,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,NA
OTU_506,OTU_506,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Nakamurellaceae,Vallicoccus,NA
OTU_507,OTU_507,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,Arenimicrobium,NA
OTU_508,OTU_508,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
OTU_509,OTU_509,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,NA
OTU_510,OTU_510,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Pseudolabrys,NA
OTU_511,OTU_511,Bacteria,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA
OTU_512,OTU_512,Bacteria,Actinomycetota,Actinobacteria,Kitasatosporales,Streptomycetaceae,Streptomyces,NA
OTU_513,OTU_513,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA,NA
OTU_515,OTU_515,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA,NA
OTU_516,OTU_516,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_517,OTU_517,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI 0001001-H03,NA
OTU_518,OTU_518,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_520,OTU_520,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Methylobacterium,adhaesivum
OTU_522,OTU_522,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavitalea,NA
OTU_523,OTU_523,Bacteria,Actinomycetota,MB-A2-108,NA,NA,NA,NA
OTU_524,OTU_524,Bacteria,Actinomycetota,MB-A2-108,NA,NA,NA,NA
OTU_525,OTU_525,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
OTU_526,OTU_526,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA
OTU_527,OTU_527,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kibdelosporangium,lantanae
OTU_528,OTU_528,Bacteria,Latescibacterota,NA,NA,NA,NA,NA
OTU_529,OTU_529,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Microvirga,NA
OTU_530,OTU_530,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_533,OTU_533,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
